"","","","Indicator Code","Indicator Name","Indicator Type","Indicator Subtype","Region","Country","City","Indicator Currency","Indicator Frequency","Source","Source link","Secondary link","Unit","Value Type","Relevence"
"","","","SAFZAXX08Ya106","Final Consumption Expenditure by Households at Constant Prices (Non-Durable Goods) - Food, Beverages and Tobacco","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya105","Final Consumption Expenditure by Households at Constant Prices (Non-Durable Goods) - Household Fuel, Power and Water","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya104","Final Consumption Expenditure by Households at Constant Prices (Non-Durable Goods) - Household Consumer Goods","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya103","Final Consumption Expenditure by Households at Constant Prices (Non-Durable Goods) - Medical and Pharmaceutical Products","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya102","Final Consumption Expenditure by Households at Constant Prices (Non-Durable Goods) - Petroleum Products","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya101","Final Consumption Expenditure by Households at Constant Prices (Non-Durable Goods) - Recreational and Entertainment Goods","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya100","Final Consumption Expenditure by Households at Constant Prices (Durable Goods) - Furniture, Household Appliances","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya099","Final Consumption Expenditure by Households at Constant Prices (Durable Goods) - Personal Transport Equipment","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya098","Final Consumption Expenditure by Households at Constant Prices (Durable Goods) - Computers and Related Equipment","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya097","Final Consumption Expenditure by Households at Constant Prices (Durable Goods) - Recreational and Entertainment Goods","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya096","Final Consumption Expenditure by Households at Constant Prices (Durable Goods) - Other Durable Goods","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya095","Final Consumption Expenditure by Households at Constant Prices (Semi-Durable) - Clothing and Footwear","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya094","Final Consumption Expenditure by Households at Constant Prices (Semi-Durable) - Household Textiles, Furnishings, Glassware","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya093","Final Consumption Expenditure by Households at Constant Prices (Semi-Durable) - Motorcar Tyres, Parts and Accessories","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya092","Final Consumption Expenditure by Households at Constant Prices (Semi-Durable) - Recreational and Entertainment Goods","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya091","Final Consumption Expenditure by Households at Constant Prices (Semi-Durable) - Miscellaneous Goods","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/QuarterlyBulletins/Pages/Quarterly-Bulletin.aspx","mn","Currency","L"
"","","","SAFZAXX08Qa061","Final Consumption Expenditure by Constant Prices - General Government","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Quarterly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Research/Statistics/Pages/OnlineDownloadFacility.aspx","mn","Currency","L"
"","","","SAFZAXX08Qa060","Final Consumption Expenditure by Constant Prices - Households","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Quarterly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Research/Statistics/Pages/OnlineDownloadFacility.aspx","mn","Currency","L"
"","","","SAFZAXX08Qa059","Final Consumption Expenditure by Current Prices - General Government","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Quarterly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Research/Statistics/Pages/OnlineDownloadFacility.aspx","mn","Currency","L"
"","","","SAFZAXX08Qa058","Final Consumption Expenditure by Current Prices - Households","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Quarterly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Research/Statistics/Pages/OnlineDownloadFacility.aspx","mn","Currency","L"
"","","","SAFZAXX08Ya090","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Total","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya089","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Miscellaneous Goods and Services","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya088","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Restaurants and Hotels","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya087","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Education","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya086","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Recreation and Culture","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya085","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Communication","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya084","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Transport","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya083","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Health","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya082","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Furnishings, Household Equipment and Household Maintainance","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya081","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Housing, Water,Electricity, Gas and Other Fuels.","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya080","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Clothing and Footwear","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya079","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Alcoholic Beverages, Tobacco and Narcotics","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
"","","","SAFZAXX08Ya078","Final Consumption Expenditure by Households at Constant Prices (COICOP classification) - Food and Non - Alcoholic Beverages","Economic","National Output, Income and Spending","Southern Africa","South Africa","","ZAR","Yearly","South African Reserve Bank","https://www.resbank.co.za/Pages/default.aspx","https://www.resbank.co.za/Publications/Detail-Item-View/Pages/Publications.aspx?sarbweb=3b6aa07d-92ab-441f-b7bf-bb7dfb1bedb4&sarblist=21b5222e-7125-4e55-bb65-56fd3333371e&sarbitem=10267","mn","Currency","L"
