PERIOD,"Annualised GDP s.a. - Agriculture, Forestry and Fishing",Annualised GDP s.a. - Construction,"Annualised GDP s.a. - Electricity, Gas and Water","Annualised GDP s.a. - Finance, Real Estate and Business Services",Annualised GDP s.a. - General Government Services,Annualised GDP s.a. - Manufacturing,Annualised GDP s.a. - Mining and Quarrying,Annualised GDP s.a. - Personal Services,"Annualised GDP s.a. - Trade, Catering and Accommodation","Annualised GDP s.a. - Transport, Storage and Communication","Assets of Long-Term Insurers: Coin, Banknotes and Deposits",Assets of Long-Term Insurers: Fixed Property,Assets of Long-Term Insurers: Fixed-Interest Securities - Government,Assets of Long-Term Insurers: Fixed-Interest Securities - Local Governments,Assets of Long-Term Insurers: Fixed-Interest Securities - Public Enterprises,Assets of Long-Term Insurers: Loans against Policies,Assets of Long-Term Insurers: Loans to Public Sector,Assets of Long-Term Insurers: Mortgage Loans,Assets of Long-Term Insurers: Ordinary Shares,Assets of Long-Term Insurers: Other Fixed-Interest Securities,Assets of Long-Term Insurers: Other Loans,"Assets of Short-Term Insurers: Coin, Banknotes & Deposits",Assets of Short-Term Insurers: Fixed Property,Assets of Short-Term Insurers: Fixed-Interest Securities - Government,Assets of Short-Term Insurers: Fixed-Interest Securities - Local Governments,Assets of Short-Term Insurers: Fixed-Interest Securities - Public Enterprises,Assets of Short-Term Insurers: Mortgage Loans,Assets of Short-Term Insurers: Ordinary Shares,Assets of Short-Term Insurers: Other Fixed-Interest Securities,Assets of Short-Term Insurers: Other Loans,BER Business Confidence Index,BER Consumer Confidence,Final Consumption Expenditure by Constant Prices - General Government,Final Consumption Expenditure by Constant Prices - Households,Final Consumption Expenditure by Current Prices - General Government,Final Consumption Expenditure by Current Prices - Households,Final Consumption Expenditure by Households at Constant Prices - Durable Goods,Final Consumption Expenditure by Households at Constant Prices - Non - Durable Goods,Final Consumption Expenditure by Households at Constant Prices - Semi - Durable Goods ,Final Consumption Expenditure by Households at Constant Prices - Services,Final Consumption Expenditure by Households at Constant Prices - Total,Final Consumption Expenditure by Households at Current Prices - Durable Goods,Final Consumption Expenditure by Households at Current Prices - Non - Durable Goods,Final Consumption Expenditure by Households at Current Prices - Semi - Durable Goods ,Final Consumption Expenditure by Households at Current Prices - Services,Final Consumption Expenditure by Households at Current Prices - Total,Gross Domestic Product (QoQ),Gross Domestic Product (YoY),Long-Term Insurers : Current Expenditure - Administrative Expenses,Long-Term Insurers : Current Expenditure - Annuities,Long-Term Insurers : Current Expenditure - Claims Paid in a Lump Sum at Retirement,Long-Term Insurers : Current Expenditure - Claims Paid in a Lump Sum on Death and Other Payments,Long-Term Insurers : Current Expenditure - Surrenders of Pension Fund and Other Life Business,Long-Term Insurers : Current Receipts from Investment Income,Long-Term Insurers : Current Receipts from Other Insurance Business,Long-Term Insurers : Current Receipts from Premiums Received (Pension and Group Life Business),Long-Term Insurers : Current Receipts from Premiums Received (Retirement Annuities),Long-Term Insurers : Dividend Payments,Long-Term Insurers : Domestic Current Income Surplus,Long-Term Insurers: Current Expenditure - Taxation,"Nominal GDP - Agriculture, Forestry and Fishing",Nominal GDP - Construction,"Nominal GDP - Electricity, Gas and Water","Nominal GDP - Finance, Real Estate and Business Services",Nominal GDP - General Government Services,Nominal GDP - Manufacturing,Nominal GDP - Mining and Quarrying,Nominal GDP - Personal Sevices,Nominal GDP - Taxes less Subsidies on Products,"Nominal GDP - Transport, Storage and Communication","Nominal GDP - Wholesale and Retail Trade, Hotels and Restaurants",Nominal GDP at Market Prices,Other Assets of Long-Term Insurers,Other Assets of Short-Term Insurers,"Real GDP - Agriculture, Forestry and Fishing",Real GDP - Construction,"Real GDP - Electricity, Gas and Water","Real GDP - Finance, Real Estate and Business Services",Real GDP - General Government Services,Real GDP - Manufacturing,Real GDP - Mining and Quarrying,Real GDP - Personal Sevices,"Real GDP - Transport, Storage and Communication","Real GDP - Wholesale and Retail Trade, Hotels and Restaurants",Real GDP Value Added at Basic Prices,Real GDP at Market Prices,Remuneration Per Worker Change - Private Sector (QoQ),Remuneration Per Worker Change - Public Sector (QoQ),Remuneration Per Worker Change - Total (QoQ),Total Assets of Short-Term Insurers
1999-09-30,66904.54536582361,59043.49031098149,97517.32006808031,453293.5496248807,233466.0973031221,386017.3731841339,222609.3691240828,422940.5428294983,324982.88741929014,182513.16850489625,51544.0,41166.0,66372.0,2997.0,8741.0,9772.0,2321.0,425.0,247267.0,10198.0,26330.0,13061.0,732.0,6972.0,185.0,294.0,450.0,20149.0,1200.0,399.0,25.0,-1.0,117083.0,401627.0,37242.0,154485.0,28612.0,156361.0,21166.0,204897.0,401627.0,16197.0,44884.0,15623.0,77781.0,154485.0,4.4,2.8,2612.0,3370.0,4661.0,4200.0,13191.0,7144.0,13017.0,11683.0,4364.0,445.0,6858.0,871.0,7137.936697549482,5989.031752567974,4740.546769007157,44827.08023705592,17155.71974337071,44533.1241102369,11333.130181913764,33598.61882986246,20403.0,21735.76899514588,27505.513459003,215428.3,84865.0,5257.0,18148.58659265664,14457.520505631355,25035.165547517427,113993.19216115416,58469.98320507076,98759.4800918945,56114.690059567205,106925.4901062925,46383.70000757732,80002.23317427437,617622.8572434216,687695.812442529,12.4,7.8,10.9,48697.0
1999-12-31,68633.03558259213,59341.83949352878,99105.44021781038,456207.6869792703,232349.6957385737,393946.9577285421,223340.10183179,426142.7897766531,332646.85813591554,186029.4797075351,59933.0,50151.0,66860.0,2873.0,12008.0,11810.0,2239.0,1530.0,299104.0,9181.0,31173.0,13282.0,907.0,4149.0,80.0,505.0,450.0,19587.0,1547.0,428.0,36.0,10.0,123048.0,426248.0,39648.0,165326.0,31986.0,166750.0,28041.0,203103.0,426248.0,17615.0,48760.0,20729.0,78222.0,165326.0,4.5,3.7,2853.0,4026.0,8551.0,4223.0,16527.0,10007.0,16649.0,8893.0,5521.0,2864.0,682.0,1345.0,3814.979787761962,5916.925125172272,4209.594072998098,45513.9351785071,17540.508078994353,46251.30570578724,11334.566571462296,33360.330266610326,20375.0,22838.33931930289,32507.389744054744,219403.7,97648.0,6176.0,9396.878042837112,15187.040032827585,24989.605359012432,114778.22441102377,58318.70927224525,101021.43392792367,56175.19365899294,106533.69022716278,47450.25730438944,92513.39213143062,625723.6943007701,697176.076778007,8.3,2.6,6.5,47209.0
2000-03-31,69508.12425619678,60028.37625895943,100113.79308227052,458567.1457081651,232471.2594322463,404054.3293059745,221934.4806509268,433213.7329322829,339394.4339452224,190425.63447657964,55635.0,50443.0,76153.0,1535.0,10496.0,8643.0,1930.0,1562.0,321964.0,11931.0,34137.0,14397.0,894.0,4159.0,29.0,513.0,450.0,17601.0,1354.0,468.0,44.0,6.0,122827.0,402350.0,41438.0,160124.0,28159.0,156798.0,21275.0,205632.0,402350.0,15794.0,46946.0,15922.0,81462.0,160124.0,4.8,3.6,2875.0,4443.0,6622.0,6807.0,13282.0,8426.0,14299.0,8625.0,5960.0,642.0,1664.0,974.0,5084.638845485555,6479.883150810865,4179.914707077602,45590.750805118514,17940.303707490682,45660.23868642698,12202.836073841816,35500.17615100759,20270.0,22013.04686373356,29378.189413084445,219943.1,106201.0,6184.0,11090.218608825808,14956.721731840857,24025.70925916911,113374.87856374182,57870.103816311486,97486.46930448546,54677.59495815551,107323.416365748,46623.76361297706,79757.59408047005,604574.198985311,673853.8349975,12.9,6.2,11.0,46051.0
2000-06-30,70004.55368480693,61392.13458093347,100841.70228116545,460284.6179284707,232052.2583128012,410665.1219464971,221226.14636979863,438662.5243125439,345833.7178968739,194667.28375631012,60317.0,50792.0,77154.0,1567.0,10832.0,8769.0,1519.0,1610.0,310159.0,12460.0,34997.0,14057.0,843.0,4369.0,51.0,435.0,386.0,16593.0,1353.0,498.0,36.0,-10.0,128841.0,413841.0,43705.0,170291.0,29357.0,155563.0,24163.0,213509.0,413841.0,17389.0,48133.0,18235.0,86534.0,170291.0,3.7,3.4,2819.0,4566.0,7008.0,4862.0,13670.0,9110.0,16162.0,13069.0,6050.0,1260.0,9443.0,761.0,9082.125888107688,6406.473841114882,4634.115441015985,46977.79505466918,18314.325866700765,47672.23185140808,14067.866680353249,36789.09584577677,19115.0,23746.84982313504,30717.394101047284,231799.5,107156.0,5995.0,22234.234728236886,15299.392855059805,25227.17035890411,115114.2431110663,57953.56529649907,100950.36832526684,55343.63967846332,109265.73689022506,47816.195009774645,82746.26343078919,630983.9427280504,700641.102970227,10.6,10.1,10.2,44580.0
2000-09-30,70096.98845992873,63250.200026101775,101229.965110226,465851.0411869779,231290.9114791566,419251.6155865397,219371.20361104124,445061.2263144128,350313.4988416152,197533.7209727089,52263.0,51692.0,86054.0,1515.0,11631.0,8805.0,953.0,1664.0,327755.0,13225.0,36114.0,14305.0,849.0,4563.0,72.0,488.0,374.0,16393.0,1479.0,616.0,39.0,-9.0,125545.0,418258.0,43812.0,174910.0,31694.0,156116.0,23092.0,217005.0,418258.0,19148.0,49526.0,17369.0,88867.0,174910.0,4.0,5.2,2557.0,3750.0,9280.0,5270.0,14302.0,9066.0,15348.0,14983.0,5814.0,1525.0,7496.0,1031.0,8866.581026049753,6315.273160703031,4967.257337214179,50337.52750655951,18662.5745566246,52543.131892990576,13676.915010265528,37995.164581457975,21966.0,25365.9471861977,32763.46855938128,245382.7,112854.0,6228.0,24787.914028235475,15476.563899574969,26075.03945107117,117091.84492469484,57929.22236476759,107126.0611995874,55312.73995649417,112649.3409031246,50182.13394039848,86244.27423075086,651838.5379322289,723788.53846661,8.7,8.3,8.5,45368.0
2000-12-31,69091.24138898005,64821.69393685503,99632.6187081404,473838.2080771908,230315.88553724665,427601.6419609332,220234.5775225889,450058.2694996692,352468.4158672472,199213.46388777136,57186.0,42967.0,84568.0,1698.0,12920.0,9132.0,579.0,1594.0,339621.0,15070.0,37196.0,13108.0,776.0,5313.0,24.0,485.0,372.0,18173.0,1365.0,538.0,30.0,-17.0,129109.0,443759.0,45521.0,185784.0,35421.0,165499.0,30714.0,215529.0,443759.0,20717.0,52702.0,23136.0,89230.0,185784.0,3.4,4.5,3050.0,4127.0,6755.0,5208.0,17505.0,9692.0,17997.0,16092.0,5338.0,1781.0,9785.0,906.0,4503.559876255162,6269.4146600799295,4469.084807573979,51341.17355923501,18985.049777262186,53886.425628172205,13867.22921338164,37690.10661552188,22579.0,26693.850327955253,37570.04546977232,249198.2,104501.0,7408.0,11562.859582179955,16640.422714236796,25126.600726306177,119054.28662569828,57779.68721278452,109830.27837064648,55357.62744547588,112510.44410562952,50837.93321019235,98254.3848957296,655153.411672973,728444.330051582,7.1,14.0,8.6,47676.0
2001-03-31,67784.02022398767,64777.4092078352,97994.80567812824,486951.7468014599,230978.98616813985,430092.3034846362,220841.494746885,450508.0764087439,353128.0838988891,201236.5818855088,59867.0,43058.0,85482.0,1770.0,14526.0,9499.0,807.0,1591.0,323347.0,16647.0,38519.0,14987.0,757.0,4848.0,28.0,463.0,368.0,16511.0,1033.0,496.0,33.0,3.0,127116.0,417724.0,46084.0,178072.0,30824.0,158130.0,22748.0,215757.0,417724.0,18046.0,51042.0,17420.0,91564.0,178072.0,2.5,3.7,2531.0,4121.0,7098.0,7209.0,15488.0,9123.0,17506.0,16901.0,5607.0,277.0,11876.0,536.0,5846.731163021599,6841.288937333145,4277.125821408048,52698.27422294304,19281.751528613528,52681.14866291419,15293.652392167627,40051.38074768382,23923.0,25223.96660376917,32671.57968557707,250192.1,105911.0,7019.0,12323.954377258664,16144.297408120305,23514.257020407204,120514.75710553752,57518.87008726112,103745.55385350306,54340.77706984872,111651.8919495047,49249.61703699082,82995.75917476033,628912.1507870979,699015.039877496,4.7,15.0,7.0,46509.0
2001-06-30,67371.42751473933,65327.12809169307,96622.30938103172,497910.5582076165,229982.4748809276,430095.32151394704,221901.07755146243,450689.6024236901,353497.6981886993,204265.6604031301,65487.0,42869.0,95165.0,1791.0,16405.0,9569.0,1648.0,1854.0,349394.0,17606.0,41996.0,15232.0,745.0,5212.0,43.0,643.0,366.0,16773.0,1214.0,441.0,39.0,-7.0,131816.0,427988.0,48381.0,187355.0,30652.0,157684.0,25473.0,223406.0,427988.0,19009.0,52351.0,19766.0,96228.0,187355.0,2.0,3.7,2708.0,4309.0,8204.0,6268.0,15995.0,9084.0,18955.0,16852.0,5497.0,2617.0,8840.0,1446.0,11981.046219374935,6854.084568516262,4639.8527207384,54256.5817026824,19668.96107074292,53557.44927717012,17108.10151159124,40029.6446803336,20334.0,26447.079945451205,32912.10548269601,258654.4,109366.0,6859.0,25701.26626315085,16277.147528470248,24153.57503331713,124522.7321733444,57442.36373038551,105832.09279022714,55577.83179193004,112193.20889290213,50186.23420987416,84699.58008258312,656050.3237973081,726480.41134998,8.6,5.6,7.8,47527.0
2001-09-30,67191.20916454052,65528.877427255575,96449.62307763784,507710.30047481257,228564.38112729896,425498.85754806345,220412.75146637423,451843.3792076975,353453.28046504967,208594.4751180916,61548.0,42696.0,91657.0,1465.0,15227.0,7311.0,2088.0,1734.0,329590.0,18175.0,40787.0,15573.0,620.0,5398.0,87.0,541.0,362.0,15292.0,1176.0,458.0,38.0,-9.0,129337.0,431830.0,48309.0,191736.0,32303.0,158581.0,24053.0,227433.0,431830.0,20780.0,53514.0,18758.0,98684.0,191736.0,1.1,1.5,2873.0,4166.0,7854.0,6045.0,16168.0,10086.0,15264.0,16677.0,4557.0,808.0,7320.0,1348.0,9104.000737899672,6702.449939643034,4957.174647000858,56898.23407195642,20146.678403650345,56580.89344103303,16764.325805209905,40200.08751630765,23138.0,27086.99233421644,33998.761191833146,264961.8,104542.0,6351.0,19700.62149699829,16037.796494057297,24902.24452885081,127469.57560948726,57240.66515334045,108839.27301156506,55611.24639639127,114391.12952190245,52948.814071355046,87030.78523312914,662334.3614047681,734714.350132665,8.7,8.2,8.5,45856.0
2001-12-31,67157.12092957788,66148.09214080806,95884.07211527789,517765.3657964551,227952.2991402753,429056.5529348968,218728.31798147925,453681.475589595,354303.1952627885,213871.9517691487,66398.0,41970.0,91757.0,1102.0,16051.0,10490.0,1260.0,2021.0,381032.0,20588.0,50428.0,13124.0,570.0,4958.0,77.0,590.0,361.0,17072.0,1142.0,326.0,47.0,-9.0,133864.0,459287.0,51027.0,204352.0,36610.0,169051.0,32201.0,225101.0,459287.0,23145.0,58219.0,24459.0,98530.0,204352.0,3.1,2.0,2890.0,4889.0,9391.0,7238.0,24444.0,10048.0,19684.0,18455.0,6727.0,3375.0,1104.0,1583.0,5859.737231488518,6656.210905147375,4564.237924059221,58355.255157062646,20714.903527335828,59140.12425934772,16043.532676770976,39664.39805276047,24397.0,29112.26910903698,39276.49902985187,272334.0,141271.0,6530.0,9650.10232080356,16986.13528625011,24167.625980443776,130077.42793171675,57167.63635817338,110268.83921509051,54941.055178380266,113444.40304312237,54607.50197574974,98869.4399633841,668987.2079776272,742839.655900898,10.6,10.7,10.6,45193.0
2002-03-31,69047.96575293262,67147.30729649893,97377.3708024836,529527.8972648359,229679.5759666733,432521.81970948016,220019.35320628525,455849.1446876946,356968.7234140784,219069.1716802829,73552.0,39352.0,77274.0,1027.0,14286.0,10510.0,1396.0,1931.0,390165.0,22441.0,41746.0,12671.0,555.0,4550.0,48.0,522.0,363.0,15882.0,1162.0,712.0,57.0,-2.0,131353.0,434843.0,53738.0,197103.0,31575.0,161895.0,24443.0,225307.0,434843.0,19787.0,57849.0,18774.0,100692.0,197103.0,4.4,3.5,2668.0,6694.0,9089.0,7308.0,23473.0,10153.0,19636.0,23443.0,5400.0,4169.0,4099.0,1130.0,6695.382226080289,7066.984630565365,4730.436091255258,65660.43606544765,21373.63644179936,58930.79130782661,17661.105487077217,44847.497076927706,26787.0,27426.07916834612,36182.3293967908,283675.0,146794.0,8132.0,13479.420341878556,16850.732387478172,23879.58122568441,133729.03663612605,57047.100522335575,104236.96516984345,54069.61795337447,113020.25686403453,53615.7108215463,84036.82873259945,652471.6015853259,723732.108320014,11.2,5.2,9.6,45801.0
2002-06-30,71337.26411138948,68170.88089475721,99643.15550191687,536456.3513311815,230694.3296312007,440079.7540045521,221653.1764592188,459733.1883609492,359921.9472797147,224069.93368990632,76930.0,39121.0,86345.0,2478.0,15322.0,7894.0,395.0,1882.0,372406.0,23207.0,38686.0,12577.0,562.0,4512.0,35.0,429.0,362.0,16118.0,1199.0,638.0,68.0,1.0,137660.0,442024.0,56970.0,208703.0,31079.0,161119.0,27890.0,230365.0,442024.0,21852.0,60089.0,21697.0,105065.0,208703.0,5.2,3.8,3385.0,4956.0,8907.0,6445.0,22047.0,11441.0,17146.0,19234.0,5934.0,1988.0,4437.0,1591.0,15414.323718391272,7090.512727745036,5346.632520712119,67895.41816111133,22000.608611619755,62961.33363777834,20479.17684501075,45337.94429431613,24841.0,28381.29966213092,37249.02069481132,302366.2,148026.0,6345.0,28230.673063358165,16867.206331108777,25026.138346770284,133390.02912902954,57717.47413699702,108242.06366779904,55555.70697084488,114406.3546463401,55055.14037521623,86112.35328147639,680740.3547228043,753911.510513271,13.6,10.1,12.8,44224.0
2002-09-30,72841.4506336564,69830.25243345939,100886.80438768458,534512.3940625532,231572.0840665553,445021.64728413103,223703.33918731555,464530.9430227712,362070.7634887325,227903.7249218325,76217.0,38800.0,101366.0,3200.0,13973.0,7730.0,436.0,1849.0,342911.0,29014.0,32972.0,13990.0,569.0,4438.0,36.0,442.0,358.0,14750.0,1334.0,648.0,68.0,-1.0,135873.0,445059.0,58268.0,214698.0,33410.0,162243.0,26610.0,231209.0,445059.0,24791.0,62360.0,21165.0,106383.0,214698.0,4.6,3.6,3069.0,4504.0,8733.0,6973.0,20658.0,10630.0,18194.0,15129.0,4497.0,987.0,2573.0,952.0,11557.613976003538,6998.53926301586,5809.829979644906,71619.47168000242,22595.820036797,67810.8938729455,21331.368165917647,45830.76271030244,26623.0,29393.608298150222,39094.53135859294,313138.9,143715.0,5818.0,18548.72388753226,17204.956246676476,25876.220523509743,132746.8967508808,58028.45973079444,114009.59890073632,56369.08881817634,117573.21660156686,57808.22040544388,89401.8233511782,686202.0984570249,760843.285952857,13.3,18.5,14.4,43976.0
2002-12-31,73794.84289400188,71840.83004799452,102586.75791881332,536017.099984606,232104.745166612,445132.61947686377,225326.60931084352,471122.4307454071,367951.6155626562,231443.0191096864,74369.0,37641.0,100672.0,2042.0,15706.0,10546.0,462.0,2472.0,342239.0,33448.0,40175.0,14262.0,564.0,4386.0,37.0,503.0,359.0,14458.0,1352.0,774.0,64.0,-12.0,141115.0,470005.0,59351.0,232392.0,35233.0,171737.0,34863.0,234114.0,470005.0,26715.0,67918.0,28197.0,109562.0,232392.0,3.4,3.9,3808.0,5239.0,7238.0,7461.0,17241.0,10024.0,19826.0,17368.0,5231.0,515.0,9350.0,1597.0,6567.582898862835,7312.532412666416,5524.923107459123,74820.64255029093,23159.27071733111,69808.21296520451,19010.818372846134,45992.28659426493,27138.0,32278.99737338023,46041.61999263804,318084.2,125735.0,4841.0,11496.56355522612,18324.422702914093,25341.58205676014,134262.47314475768,58219.64931763327,114200.332380378,56681.20579852008,117809.09859226404,59142.39074822067,102177.25707104136,696299.7787446607,771986.251510422,13.7,6.4,11.8,42632.0
2003-03-31,73876.4384017159,73016.31172998487,102536.77183707496,548756.6396918815,235275.3501962904,440983.0407161973,226634.0048557548,479869.85537501134,368442.13422756345,235605.88964145823,75573.0,38080.0,102712.0,2098.0,19395.0,10030.0,483.0,2382.0,307088.0,28591.0,34211.0,16863.0,584.0,4365.0,41.0,562.0,373.0,13355.0,1348.0,882.0,59.0,0.0,139401.0,443770.0,61584.0,216579.0,31658.0,164026.0,26136.0,230479.0,443770.0,21945.0,65738.0,21268.0,107628.0,216579.0,2.6,3.2,3562.0,4400.0,7305.0,8120.0,23052.0,11934.0,18576.0,18780.0,4155.0,989.0,5112.0,905.0,6841.459411772358,7931.107471184191,4673.660131656823,77908.7284302654,23690.960653222093,66985.67117180495,17528.162796283672,49966.883963126886,29072.0,32368.3914754213,40649.96557318474,317548.0,104904.0,6524.0,12379.836116821454,18227.62094046159,24736.68886239992,139752.72526366025,58402.36847974279,106200.35978201713,55639.310431071535,118767.36529698128,57531.58247785732,85423.30493593821,673683.3078841009,746942.328244436,10.2,12.1,10.7,44897.0
2003-06-30,73237.51638947667,73990.27165218,102568.38658121176,556200.7010236195,236713.5429593077,435417.8098226925,229157.0311990052,487236.6721676325,369984.810821611,238328.5702843424,83836.0,38552.0,107153.0,2528.0,21143.0,10136.0,513.0,2100.0,335536.0,27956.0,32583.0,17206.0,591.0,4542.0,34.0,595.0,372.0,13918.0,1361.0,922.0,50.0,1.0,145743.0,453169.0,62278.0,227085.0,31730.0,163225.0,28744.0,238587.0,453169.0,23944.0,66211.0,23549.0,113382.0,227085.0,2.0,3.2,4051.0,5983.0,8717.0,7528.0,17627.0,11481.0,19153.0,23190.0,5049.0,935.0,12796.0,1236.0,15185.680827801243,7953.5661058396145,5226.518564074252,79174.14337978365,24243.926509534467,66841.71859603169,18303.492534389447,50863.98666174921,25688.0,33479.19834966177,41092.003647006175,327703.3,109561.0,6354.0,31224.98706873421,18229.996082894188,25709.71681299672,138961.47991818126,59259.091438529336,106554.9520245834,57515.41091532107,121532.10997327747,58656.37430571764,87705.09279207076,702649.7357657909,778102.327224361,7.1,13.2,8.6,45896.0
2003-09-30,71156.51730922174,74919.8977704405,103025.04237762524,564591.7948891051,238183.30301303105,431129.60244868055,232045.5624512736,492597.0076786127,372444.9299539194,240851.75200978032,83621.0,37957.0,108671.0,2642.0,20759.0,10382.0,420.0,2093.0,353839.0,30003.0,36293.0,17785.0,643.0,4370.0,13.0,596.0,352.0,14248.0,1390.0,961.0,54.0,-9.0,143010.0,458955.0,62152.0,231881.0,36803.0,164113.0,27573.0,239120.0,458955.0,27957.0,67435.0,22575.0,113914.0,231881.0,2.2,3.0,4077.0,6514.0,6476.0,7169.0,16346.0,11851.0,22001.0,17212.0,4291.0,1283.0,12315.0,1175.0,11260.115290886875,7792.077790163947,5614.946039149186,80137.84455303906,24818.16828626822,70086.92806274373,19579.96888846539,51333.64698563967,29912.0,34530.11635340382,43318.14609528864,337179.3,101262.0,7309.0,19492.083032314426,18562.89074502804,26566.82447673008,139598.07353688346,59693.50322137159,111187.04549235672,58678.7266963578,125224.26899064504,60951.55758766335,92511.2427378148,707625.0407178731,783699.920129501,7.9,3.5,7.0,47666.0
2003-12-31,70705.86767373666,76355.84965094236,104180.73265664389,569500.8032720989,239449.5408734666,428709.3615810084,233117.5184281423,494422.66975630727,374612.41355608776,244988.02164443643,85994.0,38729.0,100069.0,2457.0,21693.0,10160.0,399.0,1326.0,389914.0,35140.0,36738.0,17900.0,636.0,4099.0,12.0,648.0,359.0,16192.0,1360.0,956.0,61.0,4.0,148715.0,486776.0,65362.0,247058.0,40006.0,175596.0,36877.0,239543.0,486776.0,29714.0,72278.0,30045.0,115021.0,247058.0,2.3,2.4,4331.0,5573.0,8516.0,9216.0,26298.0,11546.0,21912.0,18930.0,5627.0,1111.0,1338.0,1634.0,6267.599545845666,8040.192232307395,5146.533881629471,79714.7684001733,25413.685983423355,71840.97649688393,17265.52154047561,52326.014925858,32715.0,37424.30603114695,50191.23711658891,343335.1,113274.0,6978.0,9147.17872566766,19550.07493250312,26064.503211012245,141450.20600045126,60050.47112088023,110117.5963431874,58405.08119079353,123007.80698348708,62804.04402376607,105731.43167397156,712723.9320027732,790509.705988295,5.7,9.2,6.7,49850.0
2004-03-31,71092.42474226917,78040.30942179004,106147.86497843816,585593.5012195397,239278.16863207103,441424.3974498042,234299.4918543523,495507.5670747702,379668.4434694755,247288.9041979064,85829.0,38909.0,106082.0,1978.0,20691.0,10369.0,388.0,1077.0,386770.0,36798.0,36237.0,19360.0,657.0,4356.0,77.0,584.0,357.0,16366.0,1751.0,563.0,68.0,-7.0,146740.0,464250.0,67749.0,244614.0,35099.0,168790.0,28653.0,240139.0,464250.0,25213.0,71576.0,23093.0,124732.0,244614.0,6.2,3.7,4065.0,4334.0,7263.0,7799.0,21100.0,10052.0,18391.0,15840.0,4447.0,593.0,2410.0,1166.0,6842.2045913912925,8740.687782838266,5130.586463265279,86469.8165370266,26030.47960099988,70258.50685539088,17645.461719008686,55168.81299847627,35113.0,35825.18508020604,44750.56844633816,349753.8,118662.0,8264.0,12451.940059060593,19373.037789472608,26234.519679512643,148473.2594811013,59406.71884107666,108225.2661710081,58404.54364115541,121156.4779113759,59917.96481117122,89292.67560731528,699249.1770987699,774936.392503432,9.4,9.9,9.5,52334.0
2004-06-30,71763.39185936148,80220.29550729161,108206.32839907709,596898.3123639127,240968.97591444204,452147.9550675566,231426.1750369613,494376.0065557936,386808.1622025803,249688.5868172321,91970.0,37398.0,96742.0,1980.0,18329.0,10081.0,374.0,1079.0,386119.0,32325.0,33742.0,19794.0,666.0,4898.0,182.0,585.0,355.0,16223.0,1628.0,452.0,70.0,20.0,153707.0,481008.0,71035.0,259186.0,35866.0,170436.0,33495.0,249616.0,481008.0,27706.0,73510.0,26837.0,131132.0,259186.0,5.7,3.7,4301.0,5539.0,6744.0,7675.0,18053.0,11431.0,17865.0,16946.0,5413.0,2646.0,5250.0,1447.0,14679.566016380077,9687.158941575355,5615.419563028238,86070.62110916237,26493.074814182262,71842.4947324388,19764.53411575531,55717.0174060216,33540.0,36581.57411425276,45162.78293489201,362514.7,119634.0,7449.0,28330.81744881266,19816.88908262972,27443.60350096716,148672.2672621172,60319.10459098392,111201.97406043188,58248.49959203588,123622.58351176756,61185.25564599195,91941.86999020557,728146.606560046,807131.247996799,8.8,8.2,8.5,52232.0
2004-09-30,73333.65493351995,82420.40731570513,111877.13772347484,602895.0461158036,242225.9784647931,462948.0861412389,237612.9804007841,497327.4064044922,394863.1740302989,253194.06222415372,87921.0,37729.0,104386.0,1973.0,17640.0,10152.0,382.0,1194.0,421967.0,39680.0,37048.0,19122.0,701.0,5232.0,153.0,677.0,350.0,17549.0,1742.0,546.0,79.0,6.0,150552.0,490722.0,69207.0,263392.0,40891.0,173143.0,32534.0,252199.0,490722.0,31996.0,74332.0,25826.0,131239.0,263392.0,6.7,5.0,4236.0,5668.0,6608.0,7962.0,19841.0,10895.0,18102.0,15541.0,5315.0,2650.0,193.0,2696.0,12015.562614148615,9560.962870579328,6062.966654656629,89823.37642493387,26801.47162297052,76826.23650396151,20706.343355786063,56263.69413512792,36132.0,38548.755855931166,49337.694023624055,376710.2,126998.0,7755.0,21418.85896929133,20568.19748166693,28551.52047079176,149458.96431581205,60709.95418938736,118066.1328073344,60015.31928664968,126274.17203843428,64529.23162724453,96125.14779497607,742436.1373937574,823047.441758176,7.4,6.9,7.1,53827.0
2004-12-31,75270.44642946303,84770.28081975861,114055.03407539488,611617.5256415582,245318.8851457427,464702.0445245638,231519.904796814,501048.73941170593,404327.6514341132,256509.53987223603,95086.0,38238.0,111288.0,1727.0,12605.0,5904.0,383.0,1559.0,455347.0,39657.0,56662.0,20293.0,704.0,4463.0,235.0,807.0,349.0,18508.0,2232.0,626.0,87.0,4.0,156083.0,521681.0,72995.0,284913.0,46107.0,186019.0,44379.0,248231.0,521681.0,36251.0,81321.0,35282.0,132060.0,284913.0,4.3,5.7,4479.0,5123.0,6907.0,7748.0,23654.0,10808.0,18606.0,19514.0,6248.0,253.0,4392.0,2620.0,6314.686209236535,9972.063043558506,5597.269978103825,91278.48790540636,26955.67002736464,78342.591025043,18896.9773534854,57819.94788652313,39888.0,41278.78049403639,56881.00494648001,387645.3,125626.0,6099.0,10663.363013988812,21604.698912367086,27841.947642824663,152646.60527617316,61512.22441781428,117812.24775701643,57046.275502386976,126011.69640011276,66037.82119347436,114057.16439161994,752635.8308863266,835296.592247227,10.2,12.2,10.5,55479.0
